TransactionID;CustomerID;Date;ProductID;Price;Qty;TotalAmount;StoreID
TR95055;420;20/03/2022;P10;15000;5;75000;13
TR9604;272;20/03/2022;P3;7500;1;7500;14
TR97309;127;20/03/2022;P7;9400;3;28200;14
TR40243;353;21/03/2022;P5;4200;2;8400;8
TR48083;147;21/03/2022;P7;9400;5;47000;6
TR51703;225;21/03/2022;P1;8800;7;61600;14
TR65832;173;21/03/2022;P9;10000;3;30000;3
TR84991;417;21/03/2022;P2;3200;5;16000;8
TR85448;48;21/03/2022;P5;4200;5;21000;13
TR13613;230;22/03/2022;P9;10000;1;10000;14
TR20700;262;22/03/2022;P4;12000;1;12000;6
TR44081;398;22/03/2022;P5;4200;4;16800;14
TR52160;389;22/03/2022;P9;10000;4;40000;2
TR58135;143;22/03/2022;P5;4200;4;16800;14
TR68146;272;22/03/2022;P7;9400;4;37600;9
TR81892;119;22/03/2022;P9;10000;5;50000;10
TR82531;165;22/03/2022;P2;3200;5;16000;8
TR83466;7;22/03/2022;P9;10000;2;20000;7
TR95317;343;22/03/2022;P6;18000;2;36000;14
TR11114;392;23/03/2022;P8;16000;1;16000;14
TR13113;243;23/03/2022;P10;15000;4;60000;3
TR18091;132;23/03/2022;P5;4200;2;8400;5
TR1857;246;23/03/2022;P5;4200;5;21000;7
TR46760;171;23/03/2022;P2;3200;3;9600;10
TR47934;168;23/03/2022;P8;16000;1;16000;2
TR50810;126;23/03/2022;P2;3200;7;22400;3
TR53834;58;23/03/2022;P7;9400;2;18800;13
TR55550;412;23/03/2022;P2;3200;3;9600;9
TR59783;178;23/03/2022;P2;3200;4;12800;8
TR65838;227;23/03/2022;P8;16000;1;16000;2
TR67402;230;23/03/2022;P7;9400;6;56400;10
TR68603;166;23/03/2022;P1;8800;9;79200;1
TR81324;352;23/03/2022;P1;8800;7;61600;1
TR98880;304;23/03/2022;P6;18000;4;72000;7
TR17459;442;24/03/2022;P7;9400;2;18800;13
TR20920;147;24/03/2022;P7;9400;3;28200;7
TR26760;163;24/03/2022;P8;16000;3;48000;6
TR28862;378;24/03/2022;P3;7500;3;22500;1
TR34593;252;24/03/2022;P1;8800;7;61600;2
TR4617;422;24/03/2022;P1;8800;10;88000;3
TR49836;231;24/03/2022;P4;12000;5;60000;5
TR52794;437;24/03/2022;P10;15000;5;75000;3
TR59219;392;24/03/2022;P7;9400;4;37600;12
TR60775;212;24/03/2022;P7;9400;5;47000;5
TR68721;73;24/03/2022;P8;16000;2;32000;10
TR72192;255;24/03/2022;P8;16000;1;16000;14
TR85967;303;24/03/2022;P5;4200;2;8400;4
TR86490;39;24/03/2022;P10;15000;2;30000;13
TR90663;285;24/03/2022;P7;9400;4;37600;13
TR97036;130;24/03/2022;P5;4200;5;21000;1
TR15664;77;25/03/2022;P9;10000;1;10000;7
TR16537;219;25/03/2022;P1;8800;6;52800;4
TR23529;45;25/03/2022;P4;12000;2;24000;14
TR28229;284;25/03/2022;P4;12000;4;48000;2
TR45000;10;25/03/2022;P2;3200;5;16000;10
TR60204;161;25/03/2022;P9;10000;3;30000;9
TR61518;446;25/03/2022;P8;16000;2;32000;10
TR74197;373;25/03/2022;P9;10000;4;40000;6
TR76150;260;25/03/2022;P10;15000;5;75000;1
TR76447;4;25/03/2022;P2;3200;4;12800;13
TR78501;122;25/03/2022;P8;16000;2;32000;11
TR78592;276;25/03/2022;P3;7500;3;22500;10
TR89012;328;25/03/2022;P5;4200;5;21000;6
TR92743;90;25/03/2022;P9;10000;6;60000;14
TR97132;321;25/03/2022;P6;18000;2;36000;14
TR12762;303;26/03/2022;P2;3200;7;22400;8
TR32490;183;26/03/2022;P10;15000;4;60000;12
TR33084;241;26/03/2022;P5;4200;4;16800;5
TR42508;46;26/03/2022;P4;12000;2;24000;1
TR44584;238;26/03/2022;P8;16000;3;48000;4
TR49872;339;26/03/2022;P10;15000;2;30000;6
TR5340;245;26/03/2022;P1;8800;6;52800;9
TR58858;327;26/03/2022;P5;4200;2;8400;6
TR60337;375;26/03/2022;P4;12000;4;48000;14
TR71073;142;26/03/2022;P5;4200;3;12600;13
TR79255;284;26/03/2022;P9;10000;7;70000;10
TR89362;298;26/03/2022;P8;16000;3;48000;7
TR90008;114;26/03/2022;P5;4200;2;8400;14
TR95793;416;26/03/2022;P5;4200;4;16800;8
TR96401;198;26/03/2022;P1;8800;6;52800;10
TR96784;205;26/03/2022;P2;3200;3;9600;7
TR99840;40;26/03/2022;P6;18000;2;36000;9
TR1141;249;27/03/2022;P5;4200;2;8400;3
TR26815;158;27/03/2022;P5;4200;3;12600;12
TR3480;75;27/03/2022;P10;15000;4;60000;1
TR40982;423;27/03/2022;P5;4200;3;12600;9
TR49381;58;27/03/2022;P8;16000;1;16000;14
TR54641;67;27/03/2022;P1;8800;7;61600;2
TR75463;392;27/03/2022;P4;12000;2;24000;12
TR79918;115;27/03/2022;P9;10000;6;60000;10
TR87616;358;27/03/2022;P5;4200;3;12600;5
TR90228;8;27/03/2022;P10;15000;3;45000;7
TR93489;247;27/03/2022;P10;15000;4;60000;9
TR99604;416;27/03/2022;P10;15000;5;75000;3
TR12061;189;28/03/2022;P3;7500;5;37500;12
TR17404;372;28/03/2022;P3;7500;6;45000;8
TR32857;138;28/03/2022;P9;10000;1;10000;11
TR32972;12;28/03/2022;P5;4200;2;8400;7
TR40660;87;28/03/2022;P10;15000;1;15000;8
TR45827;132;28/03/2022;P7;9400;4;37600;12
TR61044;339;28/03/2022;P5;4200;5;21000;11
TR68685;375;28/03/2022;P5;4200;3;12600;13
TR70497;15;28/03/2022;P9;10000;2;20000;3
TR72832;280;28/03/2022;P7;9400;3;28200;10
TR83095;211;28/03/2022;P5;4200;4;16800;13
TR84109;319;28/03/2022;P10;15000;5;75000;9
TR95228;68;28/03/2022;P9;10000;4;40000;2
TR15499;134;29/03/2022;P9;10000;7;70000;10
TR16539;404;29/03/2022;P10;15000;5;75000;14
TR24498;336;29/03/2022;P3;7500;5;37500;5
TR2880;76;29/03/2022;P10;15000;2;30000;11
TR39127;2;29/03/2022;P2;3200;6;19200;6
TR59179;301;29/03/2022;P7;9400;3;28200;13
TR63244;124;29/03/2022;P1;8800;8;70400;6
TR65982;4;29/03/2022;P5;4200;4;16800;9
TR69829;301;29/03/2022;P10;15000;3;45000;5
TR89056;239;29/03/2022;P1;8800;8;70400;9
TR91643;414;29/03/2022;P1;8800;9;79200;9
TR92013;195;29/03/2022;P3;7500;3;22500;3
TR99856;114;29/03/2022;P5;4200;5;21000;12
TR14935;101;30/03/2022;P8;16000;1;16000;9
TR1642;46;30/03/2022;P8;16000;1;16000;3
TR19951;415;30/03/2022;P10;15000;1;15000;14
TR26863;8;30/03/2022;P10;15000;5;75000;9
TR31273;379;30/03/2022;P5;4200;3;12600;1
TR374;57;30/03/2022;P9;10000;7;70000;12
TR38427;250;30/03/2022;P9;10000;6;60000;2
TR57920;72;30/03/2022;P7;9400;4;37600;13
TR61854;444;30/03/2022;P1;8800;4;35200;13
TR61973;118;30/03/2022;P10;15000;2;30000;5
TR63415;57;30/03/2022;P5;4200;3;12600;7
TR75249;89;30/03/2022;P1;8800;7;61600;12
TR75984;201;30/03/2022;P2;3200;3;9600;14
TR77629;330;30/03/2022;P2;3200;4;12800;12
TR78109;410;30/03/2022;P9;10000;3;30000;13
TR83522;154;30/03/2022;P8;16000;1;16000;8
TR90952;37;30/03/2022;P1;8800;10;88000;3
TR91130;290;30/03/2022;P8;16000;2;32000;6
TR92504;146;30/03/2022;P10;15000;2;30000;3
TR93420;413;30/03/2022;P1;8800;5;44000;5
TR98789;172;30/03/2022;P7;9400;2;18800;11
TR10287;115;31/03/2022;P7;9400;5;47000;11
TR11827;210;31/03/2022;P9;10000;6;60000;6
TR1280;337;31/03/2022;P10;15000;4;60000;10
TR17305;372;31/03/2022;P10;15000;1;15000;3
TR21623;371;31/03/2022;P8;16000;3;48000;6
TR33436;346;31/03/2022;P2;3200;3;9600;14
TR33953;122;31/03/2022;P3;7500;3;22500;7
TR41645;114;31/03/2022;P6;18000;4;72000;9
TR47547;352;31/03/2022;P4;12000;5;60000;11
TR57869;274;31/03/2022;P10;15000;1;15000;11
TR62348;62;31/03/2022;P2;3200;5;16000;6
TR80719;243;31/03/2022;P7;9400;3;28200;13
TR8302;115;31/03/2022;P10;15000;4;60000;13
TR86527;311;31/03/2022;P5;4200;5;21000;13
TR95369;326;31/03/2022;P7;9400;4;37600;3
TR12024;141;01/04/2022;P5;4200;3;12600;7
TR14822;18;01/04/2022;P6;18000;1;18000;3
TR21840;374;01/04/2022;P9;10000;6;60000;7
TR22437;58;01/04/2022;P3;7500;6;45000;5
TR25887;341;01/04/2022;P10;15000;4;60000;7
TR27834;33;01/04/2022;P5;4200;3;12600;7
TR36163;90;01/04/2022;P9;10000;1;10000;7
TR4534;207;01/04/2022;P9;10000;7;70000;1
TR48845;305;01/04/2022;P8;16000;3;48000;12
TR49237;447;01/04/2022;P9;10000;5;50000;14
TR52485;17;01/04/2022;P3;7500;6;45000;10
TR55166;57;01/04/2022;P8;16000;2;32000;10
TR56815;112;01/04/2022;P3;7500;6;45000;5
TR59552;428;01/04/2022;P4;12000;3;36000;13
TR61040;360;01/04/2022;P8;16000;2;32000;14
TR75263;150;01/04/2022;P2;3200;5;16000;12
TR76612;327;01/04/2022;P2;3200;3;9600;13
TR95087;135;01/04/2022;P10;15000;2;30000;5
TR20662;131;02/04/2022;P1;8800;9;79200;6
TR29006;321;02/04/2022;P10;15000;5;75000;1
TR33014;234;02/04/2022;P8;16000;2;32000;6
TR34147;27;02/04/2022;P6;18000;4;72000;9
TR37469;47;02/04/2022;P3;7500;5;37500;3
TR4408;340;02/04/2022;P7;9400;4;37600;14
TR55207;319;02/04/2022;P9;10000;3;30000;10
TR66707;167;02/04/2022;P10;15000;1;15000;11
TR67928;303;02/04/2022;P5;4200;3;12600;6
TR69903;289;02/04/2022;P1;8800;8;70400;6
TR7808;132;02/04/2022;P7;9400;2;18800;1
TR87593;111;02/04/2022;P8;16000;1;16000;1
TR87883;84;02/04/2022;P9;10000;2;20000;1
TR97129;246;02/04/2022;P1;8800;4;35200;14
TR10979;381;03/04/2022;P4;12000;3;36000;10
TR23231;333;03/04/2022;P5;4200;3;12600;7
TR39268;438;03/04/2022;P10;15000;5;75000;13
TR56079;155;03/04/2022;P8;16000;1;16000;14
TR57024;253;03/04/2022;P1;8800;6;52800;3
TR9597;143;03/04/2022;P5;4200;5;21000;14
TR12468;350;04/04/2022;P7;9400;3;28200;6
TR2135;384;04/04/2022;P10;15000;5;75000;14
TR26095;11;04/04/2022;P1;8800;3;26400;3
TR27245;339;04/04/2022;P5;4200;2;8400;13
TR28907;164;04/04/2022;P1;8800;7;61600;9
TR4104;37;04/04/2022;P3;7500;4;30000;2
TR54270;392;04/04/2022;P10;15000;5;75000;4
TR56681;96;04/04/2022;P1;8800;9;79200;2
TR60285;223;04/04/2022;P5;4200;5;21000;2
TR67393;90;04/04/2022;P7;9400;6;56400;11
TR70022;78;04/04/2022;P10;15000;1;15000;8
TR71964;245;04/04/2022;P1;8800;7;61600;9
TR72590;277;04/04/2022;P8;16000;1;16000;11
TR8418;332;04/04/2022;P2;3200;4;12800;7
TR94559;369;04/04/2022;P3;7500;5;37500;4
TR98000;258;04/04/2022;P1;8800;9;79200;6
TR11680;388;05/04/2022;P7;9400;4;37600;14
TR13038;346;05/04/2022;P1;8800;9;79200;2
TR21280;204;05/04/2022;P5;4200;4;16800;2
TR22346;236;05/04/2022;P7;9400;6;56400;13
TR33357;377;05/04/2022;P7;9400;5;47000;5
TR33826;46;05/04/2022;P6;18000;4;72000;12
TR34567;184;05/04/2022;P6;18000;4;72000;4
TR36964;267;05/04/2022;P2;3200;3;9600;14
TR45309;14;05/04/2022;P1;8800;6;52800;2
TR75562;120;05/04/2022;P4;12000;4;48000;9
TR78827;442;05/04/2022;P8;16000;1;16000;10
TR84736;47;05/04/2022;P3;7500;3;22500;13
TR86692;410;05/04/2022;P9;10000;2;20000;7
TR86693;342;05/04/2022;P3;7500;6;45000;2
TR94912;24;05/04/2022;P7;9400;2;18800;6
TR11801;186;06/04/2022;P1;8800;2;17600;4
TR17109;182;06/04/2022;P6;18000;3;54000;8
TR22204;250;06/04/2022;P5;4200;5;21000;10
TR24638;311;06/04/2022;P4;12000;3;36000;5
TR2914;199;06/04/2022;P3;7500;6;45000;2
TR29149;118;06/04/2022;P6;18000;1;18000;5
TR34347;189;06/04/2022;P6;18000;4;72000;6
TR4131;432;06/04/2022;P5;4200;2;8400;13
TR41318;204;06/04/2022;P9;10000;6;60000;5
TR41889;189;06/04/2022;P2;3200;6;19200;6
TR54156;226;06/04/2022;P9;10000;3;30000;11
TR89889;397;06/04/2022;P3;7500;4;30000;12
TR13466;10;07/04/2022;P10;15000;5;75000;2
TR13708;39;07/04/2022;P10;15000;2;30000;12
TR16030;138;07/04/2022;P3;7500;3;22500;7
TR32530;304;07/04/2022;P6;18000;1;18000;4
TR38619;336;07/04/2022;P10;15000;2;30000;9
TR55364;319;07/04/2022;P9;10000;4;40000;4
TR5922;241;07/04/2022;P2;3200;6;19200;11
TR7344;79;07/04/2022;P9;10000;3;30000;8
TR88564;326;07/04/2022;P10;15000;5;75000;2
TR88894;424;07/04/2022;P2;3200;7;22400;8
TR89192;359;07/04/2022;P5;4200;3;12600;13
TR8933;316;07/04/2022;P5;4200;3;12600;5
TR91011;350;07/04/2022;P9;10000;2;20000;5
TR97409;241;07/04/2022;P1;8800;2;17600;4
TR23189;16;08/04/2022;P7;9400;5;47000;5
TR25238;276;08/04/2022;P3;7500;2;15000;1
TR65271;390;08/04/2022;P4;12000;1;12000;6
TR67850;81;08/04/2022;P3;7500;1;7500;9
TR68293;363;08/04/2022;P5;4200;3;12600;7
TR7042;43;08/04/2022;P7;9400;5;47000;5
TR72447;182;08/04/2022;P5;4200;3;12600;10
TR78157;81;08/04/2022;P1;8800;8;70400;1
TR81248;305;08/04/2022;P10;15000;4;60000;9
TR85871;144;08/04/2022;P7;9400;6;56400;1
TR99305;28;08/04/2022;P6;18000;2;36000;5
TR27424;390;09/04/2022;P7;9400;2;18800;12
TR36462;358;09/04/2022;P4;12000;2;24000;12
TR45940;160;09/04/2022;P3;7500;1;7500;13
TR50070;163;09/04/2022;P3;7500;6;45000;7
TR51571;219;09/04/2022;P5;4200;5;21000;12
TR5344;303;09/04/2022;P3;7500;6;45000;9
TR62493;427;09/04/2022;P10;15000;4;60000;6
TR65515;404;09/04/2022;P2;3200;4;12800;2
TR68700;13;09/04/2022;P5;4200;3;12600;14
TR71562;413;09/04/2022;P8;16000;3;48000;4
TR72258;193;09/04/2022;P9;10000;7;70000;9
TR14512;322;10/04/2022;P2;3200;3;9600;7
TR2849;12;10/04/2022;P7;9400;3;28200;10
TR39239;429;10/04/2022;P10;15000;4;60000;7
TR48169;84;10/04/2022;P7;9400;4;37600;3
TR52762;31;10/04/2022;P7;9400;2;18800;4
TR55266;120;10/04/2022;P1;8800;4;35200;1
TR55501;64;10/04/2022;P10;15000;2;30000;1
TR60092;411;10/04/2022;P8;16000;3;48000;3
TR60922;297;10/04/2022;P2;3200;6;19200;12
TR71773;363;10/04/2022;P10;15000;2;30000;2
TR78733;186;10/04/2022;P4;12000;2;24000;7
TR16168;125;11/04/2022;P6;18000;3;54000;5
TR223;193;11/04/2022;P10;15000;5;75000;6
TR27000;326;11/04/2022;P9;10000;3;30000;14
TR3913;7;11/04/2022;P4;12000;3;36000;13
TR45043;254;11/04/2022;P1;8800;2;17600;2
TR53993;374;11/04/2022;P3;7500;2;15000;11
TR68958;352;11/04/2022;P10;15000;1;15000;5
TR74606;102;11/04/2022;P5;4200;4;16800;3
TR74847;286;11/04/2022;P8;16000;1;16000;3
TR74947;423;11/04/2022;P4;12000;2;24000;11
TR85314;211;11/04/2022;P5;4200;4;16800;14
TR95763;427;11/04/2022;P5;4200;5;21000;7
TR96762;110;11/04/2022;P2;3200;4;12800;4
TR11320;12;12/04/2022;P9;10000;3;30000;5
TR13493;332;12/04/2022;P2;3200;7;22400;5
TR15284;431;12/04/2022;P8;16000;1;16000;12
TR15847;253;12/04/2022;P1;8800;6;52800;4
TR26926;428;12/04/2022;P5;4200;5;21000;12
TR30524;87;12/04/2022;P2;3200;7;22400;5
TR30710;271;12/04/2022;P7;9400;6;56400;13
TR35443;312;12/04/2022;P4;12000;3;36000;3
TR39557;131;12/04/2022;P6;18000;4;72000;1
TR43497;140;12/04/2022;P7;9400;3;28200;1
TR45641;359;12/04/2022;P7;9400;6;56400;13
TR45683;74;12/04/2022;P4;12000;4;48000;11
TR55183;296;12/04/2022;P2;3200;6;19200;8
TR64203;326;12/04/2022;P4;12000;2;24000;6
TR66037;401;12/04/2022;P5;4200;3;12600;10
TR69704;322;12/04/2022;P4;12000;4;48000;9
TR75017;322;12/04/2022;P5;4200;3;12600;7
TR9732;306;12/04/2022;P9;10000;3;30000;4
TR13714;125;13/04/2022;P6;18000;1;18000;10
TR20041;169;13/04/2022;P8;16000;2;32000;1
TR22982;145;13/04/2022;P1;8800;6;52800;6
TR24426;26;13/04/2022;P5;4200;5;21000;9
TR32403;307;13/04/2022;P7;9400;4;37600;9
TR32902;165;13/04/2022;P2;3200;7;22400;1
TR41120;381;13/04/2022;P3;7500;4;30000;11
TR52428;146;13/04/2022;P5;4200;4;16800;1
TR7796;357;13/04/2022;P7;9400;4;37600;14
TR84302;37;13/04/2022;P8;16000;3;48000;11
TR89650;86;13/04/2022;P8;16000;3;48000;1
TR91337;48;13/04/2022;P9;10000;6;60000;9
TR97804;142;13/04/2022;P10;15000;2;30000;1
TR1376;331;14/04/2022;P9;10000;6;60000;13
TR37937;45;14/04/2022;P3;7500;1;7500;4
TR40284;127;14/04/2022;P3;7500;4;30000;13
TR42263;89;14/04/2022;P3;7500;2;15000;3
TR48311;315;14/04/2022;P4;12000;4;48000;6
TR70238;23;14/04/2022;P4;12000;2;24000;13
TR77885;82;14/04/2022;P10;15000;5;75000;12
TR78994;303;14/04/2022;P5;4200;2;8400;10
TR83724;88;14/04/2022;P5;4200;4;16800;2
TR86827;327;14/04/2022;P7;9400;5;47000;10
TR92760;295;14/04/2022;P5;4200;5;21000;5
TR24634;124;15/04/2022;P3;7500;2;15000;6
TR30813;228;15/04/2022;P3;7500;5;37500;10
TR34217;73;15/04/2022;P6;18000;4;72000;10
TR38830;74;15/04/2022;P10;15000;3;45000;4
TR48476;105;15/04/2022;P10;15000;2;30000;3
TR59273;399;15/04/2022;P9;10000;3;30000;13
TR89142;267;15/04/2022;P1;8800;5;44000;11
TR93002;324;15/04/2022;P5;4200;4;16800;1
TR17958;384;16/04/2022;P10;15000;5;75000;6
TR223;154;16/04/2022;P9;10000;3;30000;6
TR27254;353;16/04/2022;P9;10000;7;70000;3
TR35193;249;16/04/2022;P9;10000;5;50000;9
TR4070;423;16/04/2022;P1;8800;8;70400;9
TR60400;46;16/04/2022;P5;4200;4;16800;13
TR62440;430;16/04/2022;P3;7500;6;45000;12
TR7883;43;16/04/2022;P3;7500;6;45000;1
TR84845;167;16/04/2022;P9;10000;4;40000;10
TR85806;76;16/04/2022;P8;16000;3;48000;12
TR95986;425;16/04/2022;P10;15000;3;45000;12
TR96924;34;16/04/2022;P7;9400;5;47000;12
TR97114;119;16/04/2022;P10;15000;1;15000;9
TR11510;233;17/04/2022;P10;15000;2;30000;13
TR25259;280;17/04/2022;P4;12000;1;12000;10
TR32800;354;17/04/2022;P6;18000;1;18000;13
TR34544;389;17/04/2022;P5;4200;5;21000;7
TR36123;296;17/04/2022;P5;4200;3;12600;9
TR5075;28;17/04/2022;P2;3200;6;19200;10
TR65917;120;17/04/2022;P7;9400;6;56400;8
TR78331;408;17/04/2022;P1;8800;8;70400;6
TR83136;268;17/04/2022;P8;16000;1;16000;7
TR83303;101;17/04/2022;P2;3200;3;9600;2
TR89342;436;17/04/2022;P9;10000;7;70000;13
TR94512;404;17/04/2022;P2;3200;3;9600;12
TR21074;132;18/04/2022;P1;8800;5;44000;13
TR26247;248;18/04/2022;P4;12000;3;36000;6
TR4050;225;18/04/2022;P6;18000;1;18000;7
TR64090;352;18/04/2022;P3;7500;2;15000;11
TR91977;439;18/04/2022;P5;4200;5;21000;11
TR94076;433;18/04/2022;P10;15000;4;60000;5
TR94382;13;18/04/2022;P5;4200;3;12600;3
TR96225;419;18/04/2022;P3;7500;3;22500;7
TR10854;49;19/04/2022;P8;16000;1;16000;2
TR24761;269;19/04/2022;P3;7500;6;45000;7
TR27960;200;19/04/2022;P5;4200;2;8400;2
TR29707;201;19/04/2022;P1;8800;4;35200;2
TR30162;284;19/04/2022;P6;18000;3;54000;6
TR30585;300;19/04/2022;P5;4200;3;12600;8
TR30706;204;19/04/2022;P1;8800;4;35200;2
TR3948;62;19/04/2022;P3;7500;1;7500;2
TR5623;48;19/04/2022;P5;4200;4;16800;11
TR56450;194;19/04/2022;P9;10000;3;30000;7
TR81438;224;19/04/2022;P8;16000;3;48000;9
TR92519;405;19/04/2022;P5;4200;4;16800;4
TR95780;7;19/04/2022;P2;3200;7;22400;13
TR98303;443;19/04/2022;P3;7500;1;7500;5
TR9944;249;19/04/2022;P1;8800;9;79200;3
TR22734;228;20/04/2022;P6;18000;4;72000;11
TR39369;437;20/04/2022;P2;3200;4;12800;7
TR51352;440;20/04/2022;P8;16000;2;32000;12
TR56306;237;20/04/2022;P3;7500;4;30000;13
TR56568;136;20/04/2022;P4;12000;2;24000;12
TR63844;301;20/04/2022;P1;8800;2;17600;7
TR68783;321;20/04/2022;P2;3200;7;22400;10
TR69041;82;20/04/2022;P9;10000;2;20000;11
TR77308;347;20/04/2022;P5;4200;4;16800;11
TR77884;334;20/04/2022;P2;3200;7;22400;13
TR7993;347;20/04/2022;P8;16000;1;16000;1
TR8256;29;20/04/2022;P10;15000;4;60000;4
TR90873;412;20/04/2022;P2;3200;6;19200;12
TR14608;426;21/04/2022;P6;18000;1;18000;2
TR36274;260;21/04/2022;P10;15000;4;60000;2
TR38554;6;21/04/2022;P1;8800;5;44000;7
TR42571;225;21/04/2022;P8;16000;1;16000;13
TR49669;87;21/04/2022;P5;4200;3;12600;6
TR52968;446;21/04/2022;P7;9400;6;56400;1
TR53529;363;21/04/2022;P5;4200;3;12600;3
TR6401;297;21/04/2022;P9;10000;1;10000;7
TR78083;98;21/04/2022;P10;15000;5;75000;1
TR78949;248;21/04/2022;P9;10000;1;10000;7
TR79594;43;21/04/2022;P7;9400;6;56400;2
TR80303;229;21/04/2022;P5;4200;3;12600;11
TR81147;287;21/04/2022;P8;16000;3;48000;8
TR83776;374;21/04/2022;P5;4200;4;16800;6
TR9458;331;21/04/2022;P7;9400;2;18800;12
TR16546;127;22/04/2022;P4;12000;2;24000;2
TR16758;166;22/04/2022;P9;10000;7;70000;13
TR2727;206;22/04/2022;P8;16000;3;48000;10
TR28093;391;22/04/2022;P1;8800;10;88000;9
TR31909;365;22/04/2022;P4;12000;1;12000;1
TR4358;266;22/04/2022;P3;7500;2;15000;8
TR48614;399;22/04/2022;P9;10000;4;40000;13
TR523;18;22/04/2022;P8;16000;2;32000;2
TR54161;11;22/04/2022;P10;15000;4;60000;6
TR80135;97;22/04/2022;P7;9400;4;37600;8
TR84914;386;22/04/2022;P1;8800;7;61600;4
TR86142;417;22/04/2022;P5;4200;3;12600;5
TR88227;215;22/04/2022;P5;4200;3;12600;12
TR11002;147;23/04/2022;P9;10000;6;60000;11
TR3136;395;23/04/2022;P3;7500;1;7500;3
TR34179;49;23/04/2022;P1;8800;2;17600;2
TR41623;19;23/04/2022;P8;16000;1;16000;5
TR42197;181;23/04/2022;P5;4200;4;16800;12
TR43306;7;23/04/2022;P10;15000;5;75000;9
TR80629;44;23/04/2022;P2;3200;6;19200;1
TR92184;149;23/04/2022;P6;18000;4;72000;1
TR93271;47;23/04/2022;P3;7500;1;7500;13
TR94169;310;23/04/2022;P10;15000;2;30000;8
TR99335;247;23/04/2022;P2;3200;5;16000;12
TR1044;123;24/04/2022;P7;9400;5;47000;2
TR13230;32;24/04/2022;P7;9400;4;37600;7
TR33278;151;24/04/2022;P1;8800;9;79200;12
TR6066;165;24/04/2022;P9;10000;1;10000;6
TR62205;80;24/04/2022;P9;10000;1;10000;6
TR67442;228;24/04/2022;P8;16000;3;48000;11
TR74211;298;24/04/2022;P2;3200;6;19200;10
TR83259;306;24/04/2022;P7;9400;5;47000;11
TR84383;64;24/04/2022;P5;4200;3;12600;8
TR84714;231;24/04/2022;P3;7500;1;7500;9
TR87375;133;24/04/2022;P9;10000;4;40000;5
TR9020;285;24/04/2022;P10;15000;1;15000;13
TR96262;62;24/04/2022;P3;7500;2;15000;13
TR9659;72;24/04/2022;P7;9400;6;56400;12
TR16828;279;25/04/2022;P9;10000;4;40000;8
TR2135;7;25/04/2022;P7;9400;2;18800;8
TR23007;165;25/04/2022;P2;3200;4;12800;9
TR28064;187;25/04/2022;P5;4200;4;16800;8
TR33855;261;25/04/2022;P6;18000;2;36000;8
TR34173;363;25/04/2022;P2;3200;6;19200;11
TR62908;204;25/04/2022;P10;15000;5;75000;8
TR69381;231;25/04/2022;P2;3200;3;9600;13
TR7494;164;25/04/2022;P5;4200;3;12600;8
TR75229;116;25/04/2022;P1;8800;8;70400;5
TR75777;109;25/04/2022;P5;4200;4;16800;10
TR83630;424;25/04/2022;P9;10000;7;70000;6
TR84152;150;25/04/2022;P10;15000;5;75000;6
TR84178;10;25/04/2022;P3;7500;1;7500;13
TR28966;157;26/04/2022;P4;12000;1;12000;6
TR40363;96;26/04/2022;P7;9400;2;18800;7
TR42208;301;26/04/2022;P10;15000;2;30000;14
TR50042;365;26/04/2022;P1;8800;2;17600;13
TR52429;429;26/04/2022;P3;7500;4;30000;2
TR57541;62;26/04/2022;P9;10000;6;60000;8
TR58087;76;26/04/2022;P9;10000;4;40000;7
TR58498;162;26/04/2022;P5;4200;5;21000;6
TR5946;247;26/04/2022;P9;10000;3;30000;10
TR73275;111;26/04/2022;P2;3200;4;12800;6
TR78998;392;26/04/2022;P7;9400;6;56400;5
TR85313;224;26/04/2022;P1;8800;8;70400;8
TR9310;219;26/04/2022;P6;18000;1;18000;5
TR1685;345;27/04/2022;P10;15000;4;60000;7
TR2304;121;27/04/2022;P5;4200;5;21000;3
TR31257;156;27/04/2022;P8;16000;3;48000;4
TR32564;319;27/04/2022;P7;9400;3;28200;6
TR3773;38;27/04/2022;P6;18000;4;72000;6
TR38392;147;27/04/2022;P8;16000;2;32000;6
TR42562;117;27/04/2022;P5;4200;3;12600;7
TR5271;144;27/04/2022;P10;15000;2;30000;12
TR64799;280;27/04/2022;P3;7500;6;45000;6
TR74513;137;27/04/2022;P5;4200;5;21000;11
TR91525;203;27/04/2022;P5;4200;2;8400;6
TR91926;253;27/04/2022;P5;4200;2;8400;12
TR1338;106;28/04/2022;P3;7500;5;37500;1
TR14816;425;28/04/2022;P5;4200;4;16800;4
TR29518;45;28/04/2022;P3;7500;1;7500;6
TR30611;130;28/04/2022;P5;4200;3;12600;13
TR49638;5;28/04/2022;P4;12000;1;12000;9
TR49722;50;28/04/2022;P7;9400;4;37600;2
TR52555;411;28/04/2022;P10;15000;2;30000;6
TR54351;197;28/04/2022;P7;9400;2;18800;5
TR59105;247;28/04/2022;P9;10000;6;60000;4
TR6576;122;28/04/2022;P7;9400;2;18800;4
TR71804;218;28/04/2022;P1;8800;8;70400;3
TR72678;219;28/04/2022;P1;8800;8;70400;11
TR73576;95;28/04/2022;P10;15000;4;60000;3
TR75353;431;28/04/2022;P5;4200;5;21000;7
TR75672;325;28/04/2022;P2;3200;4;12800;6
TR80506;311;28/04/2022;P5;4200;3;12600;5
TR90869;157;28/04/2022;P5;4200;5;21000;9
